7060,45.46300109,-73.57156895
6173,45.51908844,-73.56950909
6203,45.50781,-73.57208
6204,45.5081439,-73.57477158
6104,45.5168175,-73.55418831
6114,45.52353,-73.55199
6174,45.51908,-73.5727
6719,45.46072936,-73.63407254
6354,45.471743,-73.613924
6223,45.517,-73.589
6148,45.52729,-73.56463
6253,45.53903178,-73.61431818
6254,45.54006,-73.60897
6119,45.52697,-73.558021
6703,45.55520524,-73.55582308
6170,45.530046,-73.58677
6262,45.53715923,-73.59747648
6012,45.51066,-73.56497
6175,45.52054116,-73.5677509
6118,45.52504754,-73.56003553
6280,45.52450499,-73.5941425
6160,45.53297746,-73.5812223
6706,45.45072998,-73.57257485
7052,45.48300562,-73.56218666
6421,45.541198,-73.590943
6258,45.53702583,-73.59316617
6281,45.5277271,-73.58628362
6158,45.53073,-73.58153
6092,45.49606,-73.57348
6085,45.4952,-73.56328
6018,45.51889,-73.56353
6019,45.5179101,-73.56714338
6145,45.52456565,-73.57207865
6205,45.50971,-73.57354
6218,45.5126137,-73.57372552
6302,45.51563409,-73.60671133
6301,45.51830945,-73.60328615
6215,45.51494,-73.57821
6152,45.53413437,-73.57349217
6049,45.49759505,-73.55523705
6179,45.52060423,-73.57598394
6070,45.5064484,-73.57634872
6112,45.519157,-73.55786
6014,45.51439551,-73.56176555
6009,45.51505176,-73.55922148
6725,45.45085122,-73.5940272
7056,45.4475537,-73.57726336
6026,45.5076289,-73.55187625
6100,45.49659,-73.57851
6097,45.492504,-73.581088
6901,45.51383354,-73.5604459
7037,45.51177336,-73.57481312
6184,45.524673,-73.58255
7027,45.53710474,-73.56914431
6902,45.52162979,-73.56234759
6386,45.54143508,-73.55431437
6393,45.54094395,-73.54714215
6190,45.52671244,-73.58483791
6154,45.53229,-73.57544
7072,45.5230346,-73.56540598
6124,45.531834,-73.553478
6323,45.5396316,-73.63444805
6025,45.50714392,-73.55511904
6058,45.49932551,-73.57176751
6196,45.52129287,-73.58936548
6200,45.5251775,-73.59544605
6233,45.52428648,-73.60497326
6185,45.5491255,-73.60091239
6187,45.52564322,-73.58174801
6207,45.51281295,-73.57701659
6274,45.531164,-73.583695
6195,45.52403655,-73.59014332
6181,45.5173538,-73.58212888
6349,45.4757434,-73.5646007
6052,45.4980302,-73.55266482
6079,45.509864,-73.576105
6147,45.52479,-73.56545
6177,45.5235066,-73.57641309
6221,45.51941,-73.58685
6062,45.4986393,-73.57422709
6406,45.48020823,-73.57759863
6402,45.47266801,-73.58538978
6180,45.5096853,-73.56231675
6313,45.470303,-73.589848
6101,45.479483,-73.61979
6416,45.47735334,-73.61537218
6129,45.53002706,-73.56317639
7054,45.46766565,-73.59391784
6029,45.482779,-73.58452544
6156,45.52773841,-73.57624948
6161,45.53576,-73.57867
6035,45.504803,-73.5612
6067,45.503475,-73.572103
6213,45.51688687,-73.57948154
10002,45.47822787,-73.56965125
6732,45.477923,-73.559038
6098,45.49642,-73.57616
6219,45.5173331,-73.57443631
6157,45.5287456,-73.57865408
6127,45.537877,-73.618323
6905,45.544377,-73.581018
6368,45.55031641,-73.57335806
6095,45.4917542,-73.58397156
6020,45.514784,-73.565338
6211,45.51561,-73.57569
6220,45.51921624,-73.57718021
6138,45.531818,-73.565317
6003,45.51113228,-73.56790714
6324,45.54554156,-73.63474846
6078,45.50708,-73.56917
6910,45.537041,-73.602026
6266,45.54680011,-73.58889341
7033,45.5088541,-73.57792042
